분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
교육/체험,[도봉기적의도서관] 그림책 큐레이터 양성 과정,2023.2.27 0:00,2023.4.17 0:00,도봉기적의도서관 2층 배움터,도봉역,458.7863733956849
기타,[서강도서관] [3월/행사] 3월 문화프로그램 안내,2023.2.27 0:00,2023.3.31 0:00,마포구립서강도서관,서강대역,568.4632211027697
기타,"[서강도서관] [2월/팟캐스트] 서강도서관 피셜 31회 '아무튼, 현수동'",2023.2.27 0:00,2023.3.31 0:00,온라인(팟빵),서강대역,568.4632211027697
기타,"[서강도서관] [3월/도서관초대석] (강양구 기자) 인공지능 시대, 수상한 질문들",2023.2.27 0:00,2023.3.29 0:00,3층 세미나실,서강대역,568.4632211027697
교육/체험,2023년 서울기록원 「기록활동가 양성과정」 참여자 모집(2.27~선착순),2023.2.27 0:00,2023.3.28 0:00,서울기록원 3층 교육실,디지털미디어시티역,4474.109377465053
교육/체험,시민청 삼일절 기념 행사 [태극물결로 채우다],2023.2.27 0:00,2023.3.1 0:00,서울시청 시민청 B1,서울역(경의선),1496.9335131662397
무용,"[월드뮤직 & 댄스 시리즈] 2023 탱고, 매혹",2023.2.26 0:00,2023.2.26 0:00, 마포아트센터 1층 아트홀맥,서강대역,927.9485014860999
국악,김율희 [완창판소리 강산제 심청가],2023.2.26 0:00,2023.2.26 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
국악,김율희 [완창판소리 강산제 심청가],2023.2.26 0:00,2023.2.26 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
교육/체험,[서울역사박물관] 우리 가족 경희궁 탐험대,2023.2.25 0:00,2023.7.8 0:00,"서울역사박물관, 경희궁",서울역(경의선),1716.058726854392
교육/체험,우리가족 경희궁 탐험대,2023.2.25 0:00,2023.7.8 0:00,"서울역사박물관, 경희궁",서울역(경의선),1716.058726854392
전시/미술,정해강 개인전 X9,2023.2.25 0:00,2023.4.2 0:00,관천로 문화플랫폼 S1472,관악산,174.8786662718602
콘서트,[공간 공모 지원사업] 팀 도토리 '도토리 콘서트',2023.2.25 0:00,2023.2.25 0:00,서울시청 시민청 지하 2층 (바스락홀),서울역(경의선),1496.9335131662397
클래식,[대관] 2023 한국대학생연합오케스트라 정기연주회 New Journey,2023.2.25 0:00,2023.2.25 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
클래식,강남심포니오케스트라 제96회 정기연주회 MASTERPIECE SERIES,2023.2.25 0:00,2023.2.25 0:00,예술의전당 콘서트홀,교대역,1416.487542459644
콘서트,2023 12회 노원구립청소년합창단 정기연주회,2023.2.25 0:00,2023.2.25 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
클래식,2023년 박물관 토요음악회 ,2023.2.24 0:00,2023.12.2 0:00,박물관 1층 로비 ,서울역(경의선),1716.058726854392
전시/미술,[무계원][전시]한지韓地위에 한지韓紙로써-특별전시,2023.2.24 0:00,2023.4.9 0:00,"전통문화공간 무계원 별채(서울시 종로구 창의문로 5가길 4, 2층)",신촌역,4025.8362933439685
뮤지컬/오페라,"제23회 렛미스타트 정기공연 [실비아, 살다]",2023.2.24 0:00,2023.2.25 0:00,꿈의숲아트센터 퍼포먼스홀,광운대역,1599.310586286685
클래식,한국 클래식 유망주 초청 협주곡의 밤,2023.2.24 0:00,2023.2.24 0:00,심산문화센터 반포심산아트홀,교대역,2095.1772752329834
독주/독창회,전수진 피아노 독주회,2023.2.24 0:00,2023.2.24 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
전시/미술,세종아트갤러리 박삼영 초대전,2023.2.23 0:00,2023.4.6 0:00,세종대학교 광개토관 B1 세종아트갤러리 ,서울숲역,2663.8042236041015
전시/미술,[공간 공모 지원사업] 심효선 '오늘의 장소가 어제와 같을 수 없고',2023.2.23 0:00,2023.3.7 0:00,서울시청 시민청 지하 1층 시민청 갤러리,서울역(경의선),1496.9335131662397
클래식,신년음악페스티벌-2023 Music Festival,2023.2.23 0:00,2023.2.23 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,2023 도봉구 문화도시 포럼,2023.2.23 0:00,2023.2.23 0:00,씨알방학간 3층,방학역,401.2766668451554
국악,강태훈 [역량과 경계],2023.2.23 0:00,2023.2.23 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
전시/미술,김인태 사진전 ,2023.2.22 0:00,2023.3.14 0:00,"서울시 종로구 인사동 10길, 10 / 1관, B관",서울역(경의선),2511.154588066352
콘서트,2023 한국즉흥음악축제 ,2023.2.22 0:00,2023.2.23 0:00,서울남산국악당 공연장 및 체험실,서울역(경의선),2062.237255799508
전시/미술,[구로구립글마루한옥어린이도서관] 2월 문화가 있는 날 세시풍속도서전시 ,2023.2.22 0:00,2023.2.22 0:00,구로구립 글마루한옥어린이도서관,오류동역,1394.9648552987771
기타,[개봉어린이도서관] 2월 문화가 있는 날,2023.2.22 0:00,2023.2.22 0:00,개봉어린이도서관,개봉역,322.4940839666895
클래식,왕명호 플루트 독주회,2023.2.22 0:00,2023.2.22 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
기타,[도봉기적의도서관] 호야 박사의 과학 실험,2023.2.22 0:00,2023.2.22 0:00,도봉기적의도서관 열두대문극장,도봉역,458.7863733956849
클래식,국내초연 피터 다이슨(영국): 봄을 기다리며,2023.2.22 0:00,2023.2.22 0:00,비대면,역 없음,-1.0
교육/체험,[구로구립 궁동어린이도서관] 2월 문화가 있는 날,2023.2.22 0:00,2023.2.22 0:00,"궁동어린이도서관 1,2층 자료실",온수역,1220.7360300260157
클래식,제86회 조선일보 신인음악회,2023.2.21 0:00,2023.2.24 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,[서울시립미술관] 겨울방학 프로그램 [행복 트리밍 작업실] : 가족 ,2023.2.21 0:00,2023.2.22 0:00,"서울시립미술관 서소문 본관 전시실, 강의실 ",서울역(경의선),1075.546389925713
클래식,김희정 이주원 피아노 듀오 리사이틀,2023.2.21 0:00,2023.2.21 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,"[구립증산정보도서관] 2023 예비학부모 특강 두근두근 초등학교 1학년, 입학준비",2023.2.21 0:00,2023.2.21 0:00,온라인(ZOOM),디지털미디어시티역,822.2810692982113
기타,2023 예술기업 지원사업 설명회,2023.2.21 0:00,2023.2.21 0:00,JCC 아트센터 콘서트홀,청량리역,4001.4305188608155
교육/체험,[은평뉴타운도서관] 2023년 학부모특강 [자신만만 초등 입학 준비],2023.2.20 0:00,2023.2.20 0:00,은평뉴타운도서관 2층 다목적실,지축역,2091.40867669887
독주/독창회,이선아 피아노 독주회,2023.2.20 0:00,2023.2.20 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,라움 트롬본 앙상블 제 3회 정기연주회,2023.2.20 0:00,2023.2.20 0:00,심산문화센터 반포심산아트홀,교대역,2095.1772752329834
뮤지컬/오페라,청소년 뮤지컬 [랜덤],2023.2.19 0:00,2023.2.19 0:00,다리소극장(홍대입구역 2번출구) ,서강대역,927.489329485094
전시/미술,쓸모의 재탄생,2023.2.18 0:00,2023.4.1 0:00,서울공예박물관 전시3동 1층,서울역(경의선),2685.380125352739
전시/미술,서리풀청년아트갤러리 2월 전시 [수평적 공존],2023.2.18 0:00,2023.3.10 0:00,서리풀청년아트갤러리,교대역,1316.4734171023745
전시/미술,안승암 작가의 두 번째 개인전 [그리움을 그리다],2023.2.18 0:00,2023.3.3 0:00,함석헌기념관 씨알갤러리,창동역,1132.98288257156
클래식,실내악 시리즈 I: 슈만과 브람스,2023.2.18 0:00,2023.2.18 0:00,세종문화회관 체임버홀,서울역(경의선),2044.0443473650962
콘서트,"재능나눔콘서트 미식음감, 이탈리아 문화 도시 여행",2023.2.18 0:00,2023.2.18 0:00,서울역사박물관 1층 로비,서울역(경의선),1716.058726854392
클래식,창작 실내악 음악극 '붕새의 꿈',2023.2.18 0:00,2023.2.18 0:00,소월아트홀,왕십리역,205.9810493581917
교육/체험,『키키 스미스 ? 자유낙하』 연계 북토크,2023.2.18 0:00,2023.2.18 0:00,서울시립미술관 서소문본관 지하1층 세마홀,서울역(경의선),1075.546389925713
콘서트,퓨전국악듀오 아요풍류 콘서트 '조선의 사계',2023.2.18 0:00,2023.2.18 0:00,서울시청 시민청 바스락홀,서울역(경의선),1496.9335131662397
클래식,2023 노원구립 청소년교향악단 정기연주,2023.2.18 0:00,2023.2.18 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
전시/미술,"[구캔갤러리] 다시, 봄 ",2023.2.17 0:00,2023.3.19 0:00,"서울 구로구 경인로 661 101동, 306호 구캔갤러리",신도림역,399.2627643188867
연극,미궁의 설계자,2023.2.17 0:00,2023.2.26 0:00,아르코 예술극장 소극장,역 없음,-1.0
연극,[2월/어린이공연] (김윤정 작가) 똥자루 굴러간다,2023.2.17 0:00,2023.2.17 0:00,4층 어린이자료실,서강대역,568.4632211027697
클래식,"2인 음악회(김창숙,민경원)",2023.2.17 0:00,2023.2.17 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,서울클래식음악협회 기획공연시리즈 실내악콘서트III,2023.2.17 0:00,2023.2.17 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,2023 노원문화재단 신년음악회-국립심포니오케스트라,2023.2.17 0:00,2023.1.17 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
전시/미술,계절을 넘어서_프레임전/천태만상전,2023.2.16 0:00,2023.4.27 0:00,"삼각산시민청 1동 1층 계단, 2층 활짝라운지",방학역,3021.1946860707353
교육/체험,전시실의 사적인 대화: 키키 스미스-자유낙하(성인/청소년 프로그램),2023.2.16 0:00,2023.3.10 0:00,서울시립미술관 서소문본관,서울역(경의선),1075.546389925713
전시/미술,계절을 넘어서_무작위전,2023.2.16 0:00,2023.2.27 0:00,"삼각산시민청 2동 3층 삼각산시민청갤러리 (서울시 강북구 삼양로 595,3층)",방학역,3021.1946860707353
국악,말하는 원숭이,2023.2.16 0:00,2023.2.18 0:00,노원어린이극장,창동역,1418.174591518842
클래식,지안 왕의 엘가 첼로 협주곡,2023.2.16 0:00,2023.2.17 0:00,예술의전당 콘서트홀,교대역,1416.487542459644
클래식,베르디 탄생 210주년 기념 2023 감동 클래식 ,2023.2.16 0:00,2023.2.16 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
국악,KBS 2023 시청자감사음악회 [관현악 시리즈Ⅰ - 신년음악회],2023.2.16 0:00,2023.2.16 0:00,KBS홀(서울 영등포구 여의공원로13),신길역,999.5105037214232
클래식,The Pianissimo 음악예술학회 정기연주회,2023.2.16 0:00,2023.2.16 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,"환경보호 동아리 내 발자국, 네 발자국",2023.2.15 0:00,2023.3.29 0:00,네이버 웨일온을 통한 온라인 수업 / 마지막 회차 구파발천 대면 진행,지축역,2091.40867669887
축제-기타,"[MBN Y FORUM] 2030 청년 멘토링 축제, MBN Y 포럼 2023",2023.2.15 0:00,2023.2.15 0:00,서울 장충체육관,옥수역,2222.4885552052
기타,"[2월/도서관초대석] (장강명 작가) 아무튼, 현수동",2023.2.15 0:00,2023.2.15 0:00,3층 세미나실,서강대역,568.4632211027697
독주/독창회,소프라노 이우연 독창회,2023.2.15 0:00,2023.2.15 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,월간객석과 함께하는 마티네 콘서트,2023.2.14 0:00,2023.12.26 0:00,스카이아트홀,마곡나루,2090.503305116672
교육/체험,"[겨울방학 프로그램] 아트랜드, 너는 누구니? Who are you ARTLAND?",2023.2.14 0:00,2023.2.24 0:00,서울시립 북서울미술관 B1 어린이갤러리1,월계역,1097.3477066328646
전시/미술,김정아 개인전 오늘의 뉘앙스,2023.2.14 0:00,2023.2.21 0:00,서울시청 시민청 시민플라자A(지하 1층),서울역(경의선),1496.9335131662397
전시/미술,《Regeneration》,2023.2.14 0:00,2023.2.17 0:00,중랑아트센터 제1전시실,망우역,138.95532826764847
교육/체험,"[꿈마을체험교실] '슝슝~ 시간여행, 백제왕성 풍납동 토성'",2023.2.14 0:00,2023.2.17 0:00,몽촌역사관,수서역,4522.899998483795
교육/체험,[서울시립미술관] 겨울방학 교육 프로그램 일상의 발견 - 제스처 드로잉 : 초등 4-6학년 어린이,2023.2.14 0:00,2023.2.16 0:00,"서울시립미술관 서소문 본관 전시실, 강의실 ",서울역(경의선),1075.546389925713
클래식,SMCircle 피아노 앙상블 정기연주회,2023.2.14 0:00,2023.2.14 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
국악,최혜림의 아쟁 <WITH 양승환>,2023.2.14 0:00,2023.2.14 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
독주/독창회,이형민 피아노 독주회,2023.2.14 0:00,2023.2.14 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,[구립증산정보도서관] Book작 BOOK작 미디어 캠프 : 북트레일러편 ,2023.2.13 0:00,2023.2.28 0:00,증산정보도서관 4층 문화강좌실,디지털미디어시티역,822.2810692982113
클래식,조현진 플루트 독주회,2023.2.13 0:00,2023.2.13 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
연극,연극 아마데우스,2023.2.12 0:00,2023.4.11 0:00,세종M씨어터,서울역(경의선),2044.0443473650962
전시/미술,김효니 작가 카툰전 '집사와 고양이',2023.2.11 0:00,2023.3.22 0:00,40days 공유공간 공감카페(서울시 광진구 자양동 611-32),역 없음,-1.0
교육/체험,[교육] 조각조각 콜라주 수강생 모집,2023.2.11 0:00,2023.3.4 0:00,답십리영화미디어아트센터 3층 문화예술학교,청량리역,1804.5351438008768
교육/체험,"[꿈마을놀이체험교실] '누가누가 잘하나, 우리놀이' (온라인)",2023.2.11 0:00,2023.2.26 0:00,몽촌역사관,수서역,4522.899998483795
뮤지컬/오페라,어린이 뮤지컬 [100살 모기 소송사건],2023.2.11 0:00,2023.2.12 0:00,"소월아트홀, 예림당 아트홀",왕십리역,205.9810493581917
클래식,2023 강동아트센터 신년음악회 with 국립심포니오케스트라,2023.2.11 0:00,2023.2.11 0:00,강동아트센터 대극장 한강,덕소역,6027.376338643684
클래식,2023 강북구립청소년오케스트라 신년음악회,2023.2.11 0:00,2023.2.11 0:00,강북문화재단/강북진달래홀,창동역,3325.003799746686
뮤지컬/오페라,환경뮤지컬 '지구를 지켜라' - 100살 모기 소송사건,2023.2.11 0:00,2023.2.11 0:00,소월아트홀(왕십리역9번출구),왕십리역,205.9810493581917
교육/체험,2023 김근태기념도서관 라키비움 해설 프로그램 [도슨트 ON],2023.2.10 0:00,2023.3.31 0:00,김근태기념도서관,도봉산역,297.0727377439775
교육/체험,서울도서관 역사 특강 [인물로 읽는 조선시대],2023.2.10 0:00,2023.2.17 0:00,온라인 Zoom,서울역(경의선),1431.8953589554817
뮤지컬/오페라,구로청소년 뮤지컬극단 온마을 제8회 정기공연  「비빔밥 : 따따이」,2023.2.10 0:00,2023.2.11 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
국악,서울돈화문국악당 2023 일소당 음악회 - 김청만,2023.2.10 0:00,2023.2.10 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
클래식,김가람 피아노 리사이틀 `Lament`,2023.2.10 0:00,2023.2.10 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,2023 시민청 활력콘서트 PREview 2-3월 공연,2023.2.9 0:00,2023.3.9 0:00,서울시청 시민청(B1) 활짝라운지,서울역(경의선),1496.9335131662397
전시/미술, 솔직한 담론,2023.2.9 0:00,2023.2.26 0:00,"갤러리허브(서울시 성동구 왕십리광장로 17, 비트플렉스 4층 )",역 없음,-1.0
전시/미술,세종아트갤러리 원진숙 초대전 ,2023.2.9 0:00,2023.2.20 0:00,서울특별시 광진구 능동로 209 세종대학교 광개토관 B1,역 없음,-1.0
국악,서울돈화문국악당 2023 일소당 음악회 - 김광숙,2023.2.9 0:00,2023.2.9 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
독주/독창회,테너 양재혁 독창회-Winterreise,2023.2.9 0:00,2023.2.9 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
기타, 아카펠라로 읽는 문학명작 '그 여자네 집',2023.2.9 0:00,2023.2.9 0:00,소월아트홀,왕십리역,205.9810493581917
독주/독창회,바리톤 김경천 독창회,2023.2.9 0:00,2023.2.9 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,모두의 연구실 코랄(세마 코랄 SeMA Coral) Local-first Knowledge 워크숍,2023.2.8 0:00,2023.2.15 0:00,서울시립미술관 서소문본관 2층 세마 러닝 스테이션,서울역(경의선),1075.546389925713
클래식,피아니스트 정재원 장은혜의 네 손을 위한 콘서트,2023.2.8 0:00,2023.2.8 0:00,세종문화회관 꿈의숲 콘서트홀,광운대역,1599.310586286685
