분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
기타,[제7회 책읽는 종로] 2023 종로 책문화 주간,2023.10.28 0:00,2023.11.4 0:00,삼청공원 및 종로구립도서관,서울역(경의선),3943.4946166682516
전시/미술,[시민청] 내게 보이는 것들 The things that I see,2023.10.28 0:00,2023.11.3 0:00, 서울시청 시민청 지하 1층 시민청갤러리,서울역(경의선),1496.9335131662397
국악,[성북문화재단] 성북국악페스티벌 풍류마치 2023,2023.10.28 0:00,2023.10.29 0:00,서울성북미디어문화마루 꿈빛극장,청량리역,3354.189752046265
국악,[시민청 공간공모 지원사업] 바스락 판소리 콘서트,2023.10.28 0:00,2023.10.28 0:00, 서울시청 시민청 지하2층 바스락홀,서울역(경의선),1496.9335131662397
교육/체험,[서울도서관] 프랑스어 체험 아뜰리에 (만4~5세),2023.10.28 0:00,2023.10.28 0:00, 책읽는 서울광장,서울역(경의선),1328.8356944076395
축제-문화/예술,2023 중구 생활문화축제 [문화로 ON],2023.10.28 0:00,2023.10.28 0:00,다산어린이공원(서울 중구 신당동 123-1),왕십리역,1507.7361175704423
영화,[구립증산정보도서관] 문화가 있는 도서관 [우리마을 영화상영회],2023.10.28 0:00,2023.10.28 0:00,2층 소강당,디지털미디어시티역,822.2810692982113
축제-문화/예술,돈의문박물관마을 통합 축제 [돈의문골목시장 X 꾸러기 기술 마켓X돈의Moon나이트],2023.10.28 0:00,2023.10.28 0:00,돈의문박물관마을,서울역(경의선),1581.7037616374016
콘서트,서리풀청년예술단 [서초M.스타즈] 3기 기획공연 ,2023.10.28 0:00,2023.10.28 0:00,서초구립양재도서관 양재홀,도곡역,2716.5884717321615
축제-문화/예술,2023 무계원 문화네트워크 협력사업 [코스모스],2023.10.28 0:00,2023.10.28 0:00,무계원,신촌역,4025.8362933439685
교육/체험,[2023 민주시민 아카데미] 1회차- 베를린이 역사를 기억하는 법,2023.10.28 0:00,2023.10.28 0:00,"김근태기념도서관 2층 '공간,마루'",도봉산역,297.0727377439775
교육/체험,[서울아트책보고] 예술을 채우다,2023.10.28 0:00,2023.10.28 0:00,서울아트책보고 헤보고 워크숍룸,구일역,309.12420748149606
클래식,[아츠앤라이프 SSP 제1회 정기연주회] Fall Fun Piano Festival,2023.10.28 0:00,2023.10.28 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,[강북문화재단] 씨네21과 함께하는 씨네마콘서트,2023.10.28 0:00,2023.10.28 0:00,강북문화예술회관 강북진달래홀,창동역,3325.003799746686
교육/체험,[서울역사편찬원] 제14차 다채로운 서울역사문화탐방,2023.10.28 0:00,2023.10.28 0:00,경기도 광주 곤지암도자공원,곤지암역,1008.0877207779135
교육/체험,[서울역사편찬원] 2023년 10월 서울역사답사,2023.10.28 0:00,2023.10.28 0:00,송학선 의거터-창덕궁 돈화문-파조교 6.10만세 선창터-신간회 본부 터-구 조선중앙일보 사옥-조선학생과학연구회 회관터 (사정에 따라 답사루트 변동이 있을 수 있음),서울역(경의선),3419.743775241973
축제-문화/예술,[도봉문화재단] 2023 우이천 예술캠프,2023.10.28 0:00,2023.10.28 0:00,도봉구 우이천 일대 (우이교~수유교),창동역,2640.0942347295577
클래식,[서울시향] 2023 서울시향 실내악 시리즈 III : 영감,2023.10.28 0:00,2023.10.28 0:00,세종문화회관 체임버홀,서울역(경의선),2044.0443473650962
교육/체험,책읽는 서울광장에서 즐기는 가족 그림책 예술놀이,2023.10.28 0:00,2023.10.28 0:00,책읽는 서울광장 프로그램 부스,서울역(경의선),1328.8356944076395
연극,[구립증산정보도서관] 책공연 왁자지껄 세계명작 극장 신데렐라,2023.10.28 0:00,2023.10.28 0:00,2층 소강당,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관] 행복 두 배! 생일 케이크,2023.10.28 0:00,2023.10.28 0:00,지하 1층 문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관] 작가와 함께 하는 그림책 공연 [공포의 새우눈],2023.10.28 0:00,2023.10.28 0:00,2층 소강당,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관] 문화가 있는 도서관 [BOOK BOOK 오락실],2023.10.28 0:00,2023.10.28 0:00,지하 1층 문화강좌실,디지털미디어시티역,822.2810692982113
콘서트,2023년 찾아가는 삼각산시민청 [성북산책-숲속음악여행],2023.10.28 0:00,2023.10.28 0:00,오동공원 들꽃향기원(성북구 화랑로13가길 110-10),석계역,2179.957626712124
축제-문화/예술,[서서울예술교육센터] 2023 엄마아빠 행복 프로젝트 [10월 엄마아빠 행복 페스티벌],2023.10.28 0:00,2023.10.28 0:00,서서울예술교육센터 전체 공간,원종역,2452.030238909399
콘서트,[서울역사박물관] 레트로콘서트 [성악가와 함께하는 공감 콘서트],2023.10.28 0:00,2023.10.28 0:00,서울생활사박물관 3층 야외테라스,석계역,1141.553071907069
교육/체험,[서울시립과학관] 모두를 위한 천문학,2023.10.28 0:00,2023.10.28 0:00,서울시립과학관 1층 사이언스홀,월계역,1912.5950122440474
교육/체험,삼각산 활짝시네마 문화 연계 프로그램 [영화상담소],2023.10.28 0:00,2023.10.28 0:00,삼각산시민청 1동 2층 활짝라운지,방학역,2996.008719216711
축제-문화/예술,[중구문화재단] 2023 제12회 서울충무로영화제(CFFS),2023.10.27 0:00,2023.11.1 0:00,"충무아트센터, 남산골한옥마을, CGV 명동역 씨네라이브러리",왕십리역,1902.5974567777855
축제-문화/예술,2023 지역문화진흥사업 N개의서울 [2023 구로-브 뮤직 페스티벌],2023.10.27 0:00,2023.10.29 0:00,27일 디큐브시티해바라기공원 / 29-29일 푸른수목원,교대역,1654.0562246006534
연극,10월 한밤의 공연 산책 [내 나이가 어때서],2023.10.27 0:00,2023.10.27 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
콘서트,월별시리즈IV [윤석철트리오],2023.10.27 0:00,2023.10.27 0:00,오류아트홀,오류동역,168.8479502765842
클래식,2023 실내악 시리즈 II [SMTO 앙상블 with 임현정],2023.10.27 0:00,2023.10.27 0:00,세종문화회관 세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,[영등포문화재단] 최백호 콘서트: 그 모든 찰나들이,2023.10.27 0:00,2023.10.27 0:00,영등포아트홀,영등포역,1331.4734038245458
교육/체험,[DDP] 그로스를 만드는 브랜드해킹 세미나&워크숍,2023.10.27 0:00,2023.10.27 0:00,서울디자인창업센터(현장 워크숍),홍대입구,108.8611120108624
교육/체험,[서울시립 북서울미술관] 지역친화 시니어 프로그램 [명화극장],2023.10.26 0:00,2023.11.22 0:00,서울시립 북서울미술관 B1 다목적홀 ,월계역,1097.3477066328646
뮤지컬/오페라,푸치니 [투란도트],2023.10.26 0:00,2023.10.29 0:00,세종대극장,서울역(경의선),2044.0443473650962
연극,"[2023 선돌에 서다, 데뷔전] 선정작 기승X결",2023.10.26 0:00,2023.10.29 0:00,선돌극장,청량리역,4178.155212928211
교육/체험,[서울무형문화재교육전시장] 2023년 공공디자인 페스티벌 전통체험 행사,2023.10.26 0:00,2023.10.27 0:00,북촌도시재생지원센터 모두의 마루(서울시 종로구 계동2길 11-7),서울역(경의선),3230.1609809198826
전시/미술,미술관 옆 공연장 - 그림에 음악과 향기를 더하다,2023.10.26 0:00,2023.10.26 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,[서울시향] 2023 서울시향 김선욱의 모차르트와 슈트라우스,2023.10.26 0:00,2023.10.26 0:00,롯데콘서트홀,수서역,2919.104646360205
기타,유네스코 창의도시 네트워크 국제포럼 (UNESCO Creative Cities Network Forum),2023.10.26 0:00,2023.10.26 0:00,동대문디자인플라자(DDP) 아트홀 1관(오전) / 디자인랩 3층 디자인홀(오후),왕십리역,2367.010098044175
교육/체험,[마포구청 10월/도서관 초대석] 우리는 마약을 모른다,2023.10.26 0:00,2023.10.26 0:00,마포구립서강도서관 3층 세미나실,서강대역,568.4632211027697
기타,[서울역사박물관] 2023 제1회 서울학 공동 학술대회,2023.10.26 0:00,2023.10.26 0:00,서울역사박물관,서울역(경의선),1716.058726854392
클래식,국제피아노교류연주,2023.10.26 0:00,2023.10.26 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,2023 재즈페스타 Fall in Jazz [BASS EFFECT 성민제 Quartet],2023.10.26 0:00,2023.10.26 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
뮤지컬/오페라,[광진문화재단] 가족 뮤지컬 까먹어도 될까요,2023.10.25 0:00,2023.11.18 0:00,광진어린이공연장,상봉역,3364.6952261803617
전시/미술,[세종뮤지엄갤러리] 변경섭 기획초대전,2023.10.25 0:00,2023.11.5 0:00,세종대학교 대양AI센터 B2 세종뮤지엄갤러리,서울숲역,2752.4587233537973
전시/미술,노마(NOMA)개인전,2023.10.25 0:00,2023.10.30 0:00,세종문화회관 세종미술관 2관,서울역(경의선),2044.0443473650962
전시/미술,ITS NOW 2023,2023.10.25 0:00,2023.10.29 0:00,꿈의숲 드림갤러리,광운대역,1599.310586286685
교육/체험,서울시립과학관 [10월 월간야수: 별빛을 담은 코스모스],2023.10.25 0:00,2023.10.25 0:00,서울시립과학관,월계역,1912.5950122440474
영화,[서울아트책보고] 10월 수요영화살롱,2023.10.25 0:00,2023.10.25 0:00,서울아트책보고 해보고 워크샵룸,구일역,309.12420748149606
교육/체험,[과학북토크] 로켓 컴퍼니 우주 로켓 발사의 모든 것,2023.10.25 0:00,2023.10.25 0:00,서울시립과학관 1층 사이언스홀,월계역,1912.5950122440474
클래식,[서울시향] 2023 서울시향 우리동네 음악회(관현악),2023.10.25 0:00,2023.10.25 0:00,양천문화회관 대극장,구로역,2218.341099579975
교육/체험,[구립증산정보도서관] 2023 북스타트 양육자 교육 [그림책 한 걸음 더 들여다보기],2023.10.25 0:00,2023.10.25 0:00,1층 가족열람실,디지털미디어시티역,822.2810692982113
교육/체험,[서울생활문화센터 서교] 그 작가와의 만남_핵심가치를 드러내는 7가지 네이밍 기법,2023.10.25 0:00,2023.10.25 0:00,서울생활문화센터 서교 스퀘어,홍대입구역,1122.0583289222313
교육/체험,[구립증산정보도서관] 어린이 직업탐색 네 꿈을 찾아봐! 10월-플로리스트,2023.10.25 0:00,2023.10.25 0:00,3층 어린이열람실,디지털미디어시티역,822.2810692982113
클래식,Ludwig van Beethoven,2023.10.25 0:00,2023.10.25 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
전시/미술,[서울시립북서울미술관] 손길 모양,2023.10.24 0:00,2024.5.5 0:00,"서울시립 북서울미술관 B1 어린이갤러리 1, 2",월계역,1097.3477066328646
교육/체험,[구립증산정보도서관] 그림책 속 마음 이끄미 샘들과 함께 하는 감정 북 큐레이션 [내 마음을 읽어요!],2023.10.24 0:00,2023.11.16 0:00,3층 어린이열람실,디지털미디어시티역,822.2810692982113
전시/미술,[서울디자인재단] 서울디자인 2023,2023.10.24 0:00,2023.11.2 0:00,DDP(동대문디자인플라자) 전관 및 서울시 일대,왕십리역,2367.010098044175
축제-문화/예술,그린칩스 페스티벌 2023,2023.10.24 0:00,2023.11.2 0:00,"마포구 연남동, 서대문구 연희동 일대와 중구 동대문디자인플라자(DDP)",왕십리역,2367.010098044175
기타,DDP디자인론칭페어,2023.10.24 0:00,2023.11.2 0:00,DDP 아트홀 2관(서울디자인 2023 전시장 내),왕십리역,2367.010098044175
전시/미술,[북촌한옥청] 2023년 서울우수한옥 사진전,2023.10.24 0:00,2023.10.29 0:00,북촌한옥청(종로구 가회동 11-32),서울역(경의선),3380.0848821716504
축제-기타,2023 서울기록페어: 기록이 모이면 서울이 됩니다,2023.10.24 0:00,2023.10.29 0:00,서울기록원(서울특별시 은평구 통일로62길 7),디지털미디어시티역,4474.109377465053
전시/미술,2023 운현궁 기획전시 [선탈],2023.10.24 0:00,2023.10.29 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
전시/미술,[중랑문화재단] 명랑만리: 명랑하게 만난 우리의 기억,2023.10.24 0:00,2023.10.28 0:00,중랑아트센터 제1전시실,망우역,138.95532826764847
교육/체험,[여가/관광강좌 4회차] 2023 서울시민관광 아카데미 알렉산더 테크닉을 통한 내 몸 사용법,2023.10.24 0:00,2023.10.26 0:00,"문화비축기지 T6, T2",디지털미디어시티,738.4878557679308
콘서트,2023년 서울시 구립여성합창단 합창대전 ,2023.10.24 0:00,2023.10.24 0:00,우리금융아트홀(올림픽공원내),수서역,3852.2692781342857
클래식,장호진 색소폰 독주회,2023.10.24 0:00,2023.10.24 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
국악,춤의 정원(庭園) : 여섯 빛깔 춤선이 모이다-궁중춤예술연구원,2023.10.24 0:00,2023.10.24 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
뮤지컬/오페라,[성북문화재단 아리랑시네센터] SAC on Screen 뮤지컬 굿모닝 독도,2023.10.24 0:00,2023.10.24 0:00,아리랑시네센터 2관(1층),청량리역,3605.577864652979
클래식,시그널 : 오르간과 함께 하는 합창음악,2023.10.24 0:00,2023.10.24 0:00,롯데콘서트홀,수서역,2919.104646360205
교육/체험,[서울문화재단] 2023 예술인 집단심리상담 [예술가의 마음수업],2023.10.23 0:00,2023.11.17 0:00,서울문화재단 대학로센터 2층,왕십리역,3761.3347035053994
교육/체험,"[서울책보고 문학 강연 11월] 1+1=∞, 무장애 여행의 모든 것",2023.10.23 0:00,2023.11.17 0:00,서울책보고,수서역,3868.5912394940333
교육/체험,[서울책보고 x 한국만화영상진흥원] 주말엔 만화톡톡_박건웅 작가와의 만남,2023.10.23 0:00,2023.11.11 0:00,서울책보고,수서역,3868.5912394940333
클래식,제63회 동아음악콩쿠르 본선,2023.10.23 0:00,2023.10.25 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,서울시민예술학교 10월 [일상 속 영감의 순간] 선우예권 피아니스트 토크콘서트,2023.10.23 0:00,2023.10.23 0:00,서울예술교육센터 1층 감정서가,용산역,420.52394944163876
클래식,[School of Classic] 에티카 앙상블의 시간 여행 음악회,2023.10.22 0:00,2023.10.22 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,"클링엔,클라랑 클라리넷 앙상블 연주회",2023.10.22 0:00,2023.10.22 0:00,나루아트센터 대공연장,서울숲역,2360.737961356932
교육/체험,[서초구청] 2023 학부모 프리미엄 특강 릴레이,2023.10.21 0:00,2023.12.9 0:00,비대면(온라인 줌),교대역,586.9845654432642
뮤지컬/오페라,[금천문화재단] 뮤지컬프로그램 탐궁,2023.10.21 0:00,2023.11.11 0:00,"만천명월예술인家, 시흥행궁전시관",금천구청역,1286.2059608855523
무용,2023년 종로구립 궁중무용단 제2회 정기공연 [무애마당],2023.10.21 0:00,2023.11.11 0:00,"* 창경궁 경춘전 : 10.21.(토), 10.28.(토), 11.4.(토) 15:00~15:30 * 창경궁 환경전 : 11.11.(토) 15:00~16:30",서울역(경의선),3258.7002110729836
전시/미술,우지윤X이마리아 [Piece of Moment],2023.10.21 0:00,2023.11.5 0:00,아르떼케이 2F,압구정로데오역,435.0184141397868
국악,[남산골한옥마을] 2023 젊은국악 단장_무용?연희?음악,2023.10.21 0:00,2023.10.28 0:00,서울남산국악당 크라운해태홀,서울역(경의선),2062.237255799508
뮤지컬/오페라,[2023 한강노들섬 클래식] 오페라 세비야의 이발사,2023.10.21 0:00,2023.10.22 0:00,한강 노들섬 잔디마당,용산역,1483.6956524785294
뮤지컬/오페라,[영등포문화재단] 서울인형극제SHOWCASE 뮤지컬 인형극 삐노키오,2023.10.21 0:00,2023.10.22 0:00,영등포아트홀,영등포역,1331.4734038245458
뮤지컬/오페라,[중구문화재단] 2023 창작뮤지컬어워드 NEXT,2023.10.21 0:00,2023.10.21 0:00,충무아트센터 중극장 블랙,왕십리역,1902.5974567777855
클래식,2023 All that Classic Festival,2023.10.21 0:00,2023.10.21 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,[구립증산정보도서관] 마음 이끄미 선생님들과 함께 하는 그림책감정표현놀이프로그램 [마음아 놀자],2023.10.21 0:00,2023.10.21 0:00,구립증산정보도서관 지하 1층 문화강좌실,디지털미디어시티역,822.2810692982113
